Source,S_X,S_Y,S_Z,s_phi,s_eta,s_q,s_pt,s_d0,s_z0,Target,T_X,T_Y,T_Z,t_phi,t_eta,t_q,t_pt,t_d0,t_z0,weight
412,-28.0709,-7.2198,-1.9308,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,333,-38.0966,-7.1104,-112.6656,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,0.5
412,-28.0709,-7.2198,-1.9308,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,413,-37.4109,-9.6911,-2.6729,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,1
422,27.8381,8.0533,-8.3805,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,143,36.2889,13.8471,-98.0153,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,0.5
422,27.8381,8.0533,-8.3805,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,363,36.9813,11.2683,-19.5342,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,0.5
422,27.8381,8.0533,-8.3805,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,423,37.1303,10.693,-11.1534,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,1
432,-22.8194,18.1593,41.4726,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,383,-30.2335,24.4115,8.5751,2.4596,0.2191,1,64.1436,0.2419,-0.0061,0.5
432,-22.8194,18.1593,41.4726,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,433,-30.4663,24.1752,55.3702,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,1
442,-0.9843,-29.7392,62.51,-1.6112,1.4815,1,90.8681,0.273,0.4382,443,-1.4271,-39.6173,83.1375,-1.6112,1.4815,1,90.8681,0.273,0.4382,1
452,28.7307,-4.7424,24.6328,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,453,38.3087,-6.3391,32.9878,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,1
462,24.4161,16.5728,44.06,0.6022,1.1816,1,90.4204,-0.118,0.493,463,32.5373,22.1026,58.5658,0.6022,1.1816,1,90.4204,-0.118,0.493,1
472,11.1645,-27.0073,-51.0804,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,183,15.5886,-35.8255,-9.6426,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,0.5
472,11.1645,-27.0073,-51.0804,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,373,18.3001,-35.0961,-147.877,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,0.5
472,11.1645,-27.0073,-51.0804,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,473,14.9704,-35.9881,-68.0176,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,1
482,-5.0017,-28.6598,29.4452,-1.74,0.8824,1,33.7624,0.0426,0.3085,43,-5.2935,-38.5775,14.5167,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,0.5
482,-5.0017,-28.6598,29.4452,-1.74,0.8824,1,33.7624,0.0426,0.3085,483,-6.7448,-38.1889,39.1469,-1.74,0.8824,1,33.7624,0.0426,0.3085,1
492,27.8277,-8.1026,72.8018,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,493,37.1165,-10.7657,97.0471,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,1
3,-0.9483,-39.7538,-25.3337,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,4,-1.1794,-49.6794,-31.6646,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,1
13,37.7654,-8.3332,-46.3975,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,14,47.197,-10.4596,-58.0223,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,1
23,-34.1552,-20.4854,49.1661,-2.6051,1.043,1,95.3282,0.2467,-0.3234,24,-42.7673,-25.5431,61.5764,-2.6051,1.043,1,95.3282,0.2467,-0.3234,1
33,-26.7353,27.8965,42.0719,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,34,-33.4696,34.836,52.6203,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,1
43,-5.2935,-38.5775,14.5167,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,44,-6.609,-48.2334,18.2619,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,1
43,-5.2935,-38.5775,14.5167,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,484,-8.5216,-47.7225,48.8591,-1.74,0.8824,1,33.7624,0.0426,0.3085,0.5
53,-15.7014,-35.7904,-16.8294,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,54,-19.6744,-44.7318,-21.1105,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,1
53,-15.7014,-35.7904,-16.8294,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,394,-17.9798,-45.1831,-42.0411,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,0.5
63,-17.7413,35.2517,-4.7625,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,64,-22.0979,44.082,-6.0468,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,1
73,-2.0427,39.4542,-25.3976,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,74,-2.6572,49.2865,-31.6254,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,1
83,-22.9957,-31.6509,-51.4525,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,84,-28.7559,-39.5413,-64.3754,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,1
93,-37.4657,9.4826,6.5626,2.8781,0.1689,-1,79.7089,0.493,0.0055,94,-46.8052,11.9383,8.2013,2.8781,0.1689,-1,79.7089,0.493,0.0055,1
103,-35.3539,17.3197,5.0394,2.6946,0.1218,1,50.0725,-0.1572,0.232,104,-44.198,21.6713,6.2431,2.6946,0.1218,1,50.0725,-0.1572,0.232,1
113,-11.1091,37.0231,145.9692,1.8562,2.0357,-1,64.5824,0.101,0.4918,114,-13.9027,46.2749,182.3422,1.8562,2.0357,-1,64.5824,0.101,0.4918,1
123,5.5159,-38.5281,21.449,-1.417,0.5183,1,51.781,-0.2816,0.3608,124,6.9105,-48.1473,26.7157,-1.417,0.5183,1,51.781,-0.2816,0.3608,1
123,5.5159,-38.5281,21.449,-1.417,0.5183,1,51.781,-0.2816,0.3608,134,4.1335,-48.8964,111.5013,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,0.5
133,3.4464,-39.0818,89.0855,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,124,6.9105,-48.1473,26.7157,-1.417,0.5183,1,51.781,-0.2816,0.3608,0.5
133,3.4464,-39.0818,89.0855,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,134,4.1335,-48.8964,111.5013,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,1
143,36.2889,13.8471,-98.0153,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,144,45.3251,17.4393,-122.4462,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,1
143,36.2889,13.8471,-98.0153,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,364,46.2327,14.0766,-24.4473,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,0.5
153,35.7038,-16.0321,-16.0605,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,154,44.6526,-19.9458,-20.0353,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,1
163,-39.951,0.1939,102.3937,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,164,-49.9292,0.2564,128.0625,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,1
173,24.4695,30.1655,-68.5037,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,174,30.5967,37.7058,-85.6181,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,1
183,15.5886,-35.8255,-9.6426,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,184,19.4997,-44.7755,-11.9451,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,1
183,15.5886,-35.8255,-9.6426,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,374,22.9234,-43.8588,-184.9303,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,0.5
183,15.5886,-35.8255,-9.6426,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,474,18.8073,-44.9557,-84.9547,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,0.5
193,6.387,38.2939,4.5252,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,194,7.8375,47.8942,5.6991,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,1
203,-24.5345,30.1076,-129.2943,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,204,-30.5742,37.7303,-161.6597,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,1
213,31.9115,-22.734,-143.313,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,214,39.9933,-28.3078,-179.2408,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,1
223,-20.4648,34.1777,96.7432,2.128,1.6213,1,32.1308,-0.4172,-0.0841,224,-25.5899,42.7086,120.9362,2.128,1.6213,1,32.1308,-0.4172,-0.0841,1
233,-37.4535,-9.5033,-132.6215,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,234,-46.8079,-11.9014,-165.7424,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,1
233,-37.4535,-9.5033,-132.6215,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,334,-47.6035,-8.9308,-140.9026,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,0.5
233,-37.4535,-9.5033,-132.6215,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,414,-46.7407,-12.2009,-3.4151,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,0.5
243,14.5569,36.1014,34.6872,1.1873,0.7949,-1,98.393,-0.0826,0.3822,244,18.1479,45.137,43.256,1.1873,0.7949,-1,98.393,-0.0826,0.3822,1
243,14.5569,36.1014,34.6872,1.1873,0.7949,-1,98.393,-0.0826,0.3822,314,14.9169,46.0024,99.0065,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,0.5
253,-12.4392,-36.6678,-75.3747,-1.8959,-1.423,1,41.0979,0.1369,0.2991,254,-15.6447,-45.8037,-94.2965,-1.8959,-1.423,1,41.0979,0.1369,0.2991,1
253,-12.4392,-36.6678,-75.3747,-1.8959,-1.423,1,41.0979,0.1369,0.2991,394,-17.9798,-45.1831,-42.0411,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,0.5
263,8.6346,-37.6829,-52.7482,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,264,10.8598,-47.0928,-65.9325,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,1
263,8.6346,-37.6829,-52.7482,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,284,12.3321,-46.6939,-193.8058,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,0.5
273,-12.9448,36.5251,-39.5318,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,274,-16.0614,45.7035,-49.3543,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,1
283,9.8433,-37.3619,-154.9533,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,264,10.8598,-47.0928,-65.9325,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,0.5
283,9.8433,-37.3619,-154.9533,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,284,12.3321,-46.6939,-193.8058,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,1
293,22.141,32.4935,-26.5387,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,294,27.6388,40.6611,-33.1061,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,1
303,39.8093,0.7568,3.7917,0.0342,0.0944,1,50.9965,-0.4252,0.0283,304,49.7222,0.9949,4.729,0.0342,0.0944,1,50.9965,-0.4252,0.0283,1
313,11.9081,36.8109,79.1074,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,244,18.1479,45.137,43.256,1.1873,0.7949,-1,98.393,-0.0826,0.3822,0.5
313,11.9081,36.8109,79.1074,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,314,14.9169,46.0024,99.0065,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,1
323,2.8547,-39.2341,-115.0427,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,324,3.5601,-49.0466,-143.8756,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,1
333,-38.0966,-7.1104,-112.6656,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,234,-46.8079,-11.9014,-165.7424,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,0.5
333,-38.0966,-7.1104,-112.6656,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,334,-47.6035,-8.9308,-140.9026,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,1
333,-38.0966,-7.1104,-112.6656,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,414,-46.7407,-12.2009,-3.4151,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,0.5
343,-11.706,-36.8634,136.5958,-1.8769,1.9762,1,80.4749,0.056,-0.2587,344,-14.679,-46.0676,170.8202,-1.8769,1.9762,1,80.4749,0.056,-0.2587,1
353,12.4178,-36.6736,55.2769,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,354,15.5434,-45.8296,69.1213,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,1
363,36.9813,11.2683,-19.5342,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,144,45.3251,17.4393,-122.4462,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,0.5
363,36.9813,11.2683,-19.5342,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,364,46.2327,14.0766,-24.4473,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,1
363,36.9813,11.2683,-19.5342,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,424,46.4263,13.3193,-13.9263,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,0.5
373,18.3001,-35.0961,-147.877,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,374,22.9234,-43.8588,-184.9303,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,1
383,-30.2335,24.4115,8.5751,2.4596,0.2191,1,64.1436,0.2419,-0.0061,384,-37.7125,30.5827,10.7164,2.4596,0.2191,1,64.1436,0.2419,-0.0061,1
383,-30.2335,24.4115,8.5751,2.4596,0.2191,1,64.1436,0.2419,-0.0061,434,-38.1221,30.1797,69.2679,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,0.5
393,-14.3453,-36.1574,-33.617,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,54,-19.6744,-44.7318,-21.1105,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,0.5
393,-14.3453,-36.1574,-33.617,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,254,-15.6447,-45.8037,-94.2965,-1.8959,-1.423,1,41.0979,0.1369,0.2991,0.5
393,-14.3453,-36.1574,-33.617,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,394,-17.9798,-45.1831,-42.0411,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,1
403,-17.8249,35.2305,40.4251,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,224,-25.5899,42.7086,120.9362,2.128,1.6213,1,32.1308,-0.4172,-0.0841,0.5
403,-17.8249,35.2305,40.4251,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,404,-22.3518,44.0109,50.549,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,1
413,-37.4109,-9.6911,-2.6729,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,234,-46.8079,-11.9014,-165.7424,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,0.5
413,-37.4109,-9.6911,-2.6729,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,334,-47.6035,-8.9308,-140.9026,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,0.5
413,-37.4109,-9.6911,-2.6729,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,414,-46.7407,-12.2009,-3.4151,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,1
423,37.1303,10.693,-11.1534,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,364,46.2327,14.0766,-24.4473,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,0.5
423,37.1303,10.693,-11.1534,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,424,46.4263,13.3193,-13.9263,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,1
433,-30.4663,24.1752,55.3702,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,384,-37.7125,30.5827,10.7164,2.4596,0.2191,1,64.1436,0.2419,-0.0061,0.5
433,-30.4663,24.1752,55.3702,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,434,-38.1221,30.1797,69.2679,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,1
443,-1.4271,-39.6173,83.1375,-1.6112,1.4815,1,90.8681,0.273,0.4382,444,-1.8825,-49.4948,103.765,-1.6112,1.4815,1,90.8681,0.273,0.4382,1
453,38.3087,-6.3391,32.9878,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,454,47.8731,-7.9488,41.3331,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,1
463,32.5373,22.1026,58.5658,0.6022,1.1816,1,90.4204,-0.118,0.493,464,40.6794,27.6316,73.0964,0.6022,1.1816,1,90.4204,-0.118,0.493,1
473,14.9704,-35.9881,-68.0176,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,184,19.4997,-44.7755,-11.9451,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,0.5
473,14.9704,-35.9881,-68.0176,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,474,18.8073,-44.9557,-84.9547,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,1
483,-6.7448,-38.1889,39.1469,-1.74,0.8824,1,33.7624,0.0426,0.3085,44,-6.609,-48.2334,18.2619,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,0.5
483,-6.7448,-38.1889,39.1469,-1.74,0.8824,1,33.7624,0.0426,0.3085,484,-8.5216,-47.7225,48.8591,-1.74,0.8824,1,33.7624,0.0426,0.3085,1
493,37.1165,-10.7657,97.0471,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,494,46.4083,-13.4181,121.2925,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,1
4,-1.1794,-49.6794,-31.6646,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,5,-1.3873,-59.6308,-38.0116,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,1
14,47.197,-10.4596,-58.0223,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,15,56.6233,-12.6098,-69.6471,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,1
24,-42.7673,-25.5431,61.5764,-2.6051,1.043,1,95.3282,0.2467,-0.3234,25,-51.3773,-30.5856,73.9751,-2.6051,1.043,1,95.3282,0.2467,-0.3234,1
34,-33.4696,34.836,52.6203,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,35,-40.205,41.7604,63.1576,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,1
44,-6.609,-48.2334,18.2619,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,45,-7.9359,-57.8877,22.0071,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,1
44,-6.609,-48.2334,18.2619,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,485,-10.3263,-57.2293,58.5501,-1.74,0.8824,1,33.7624,0.0426,0.3085,0.5
54,-19.6744,-44.7318,-21.1105,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,55,-23.6681,-53.649,-25.3855,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,1
54,-19.6744,-44.7318,-21.1105,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,395,-21.6017,-54.2137,-50.4653,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,0.5
64,-22.0979,44.082,-6.0468,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,65,-26.4661,52.9067,-7.331,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,1
74,-2.6572,49.2865,-31.6254,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,75,-3.2928,59.1175,-37.8533,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,1
84,-28.7559,-39.5413,-64.3754,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,85,-34.5326,-47.4196,-77.2983,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,1
94,-46.8052,11.9383,8.2013,2.8781,0.1689,-1,79.7089,0.493,0.0055,95,-56.1481,14.381,9.8399,2.8781,0.1689,-1,79.7089,0.493,0.0055,1
104,-44.198,21.6713,6.2431,2.6946,0.1218,1,50.0725,-0.1572,0.232,105,-53.0189,26.0365,7.4449,2.6946,0.1218,1,50.0725,-0.1572,0.232,1
114,-13.9027,46.2749,182.3422,1.8562,2.0357,-1,64.5824,0.101,0.4918,115,-16.7124,55.5218,218.7151,1.8562,2.0357,-1,64.5824,0.101,0.4918,1
124,6.9105,-48.1473,26.7157,-1.417,0.5183,1,51.781,-0.2816,0.3608,125,8.2858,-57.7827,31.9895,-1.417,0.5183,1,51.781,-0.2816,0.3608,1
124,6.9105,-48.1473,26.7157,-1.417,0.5183,1,51.781,-0.2816,0.3608,135,4.7908,-58.713,133.9172,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,0.5
134,4.1335,-48.8964,111.5013,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,135,4.7908,-58.713,133.9172,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,1
144,45.3251,17.4393,-122.4462,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,145,54.3601,21.0494,-146.8911,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,1
154,44.6526,-19.9458,-20.0353,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,155,53.6198,-23.852,-24.0158,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,1
164,-49.9292,0.2564,128.0625,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,165,-59.9072,0.3307,153.7312,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,1
174,30.5967,37.7058,-85.6181,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,175,36.7124,45.2554,-102.7325,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,1
184,19.4997,-44.7755,-11.9451,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,185,23.3986,-53.7309,-14.2476,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,1
184,19.4997,-44.7755,-11.9451,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,475,22.6781,-53.9168,-101.9049,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,0.5
194,7.8375,47.8942,5.6991,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,195,9.2728,57.5118,6.8749,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,1
204,-30.5742,37.7303,-161.6597,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,205,-36.6023,45.3567,-194.0107,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,1
214,39.9933,-28.3078,-179.2408,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,215,48.1094,-33.8527,-215.212,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,1
224,-25.5899,42.7086,120.9362,2.128,1.6213,1,32.1308,-0.4172,-0.0841,225,-30.6901,51.2678,145.1569,2.128,1.6213,1,32.1308,-0.4172,-0.0841,1
234,-46.8079,-11.9014,-165.7424,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,235,-56.1671,-14.3147,-198.8921,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,1
234,-46.8079,-11.9014,-165.7424,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,415,-56.06,-14.7491,-4.1572,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,0.5
244,18.1479,45.137,43.256,1.1873,0.7949,-1,98.393,-0.0826,0.3822,245,21.7284,54.1767,51.8248,1.1873,0.7949,-1,98.393,-0.0826,0.3822,1
254,-15.6447,-45.8037,-94.2965,-1.8959,-1.423,1,41.0979,0.1369,0.2991,255,-18.8774,-54.9373,-113.2317,-1.8959,-1.423,1,41.0979,0.1369,0.2991,1
254,-15.6447,-45.8037,-94.2965,-1.8959,-1.423,1,41.0979,0.1369,0.2991,395,-21.6017,-54.2137,-50.4653,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,0.5
264,10.8598,-47.0928,-65.9325,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,265,13.1038,-56.4891,-79.1046,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,1
264,10.8598,-47.0928,-65.9325,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,285,14.7957,-56.0364,-232.6729,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,0.5
274,-16.0614,45.7035,-49.3543,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,275,-19.1506,54.869,-59.1556,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,1
284,12.3321,-46.6939,-193.8058,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,265,13.1038,-56.4891,-79.1046,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,0.5
284,12.3321,-46.6939,-193.8058,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,285,14.7957,-56.0364,-232.6729,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,1
294,27.6388,40.6611,-33.1061,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,295,33.1268,48.8354,-39.6736,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,1
304,49.7222,0.9949,4.729,0.0342,0.0944,1,50.9965,-0.4252,0.0283,305,59.6655,1.2112,5.6692,0.0342,0.0944,1,50.9965,-0.4252,0.0283,1
314,14.9169,46.0024,99.0065,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,315,17.9674,55.1872,118.9192,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,1
324,3.5601,-49.0466,-143.8756,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,325,4.2442,-58.8606,-172.7084,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,1
334,-47.6035,-8.9308,-140.9026,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,335,-57.1224,-10.7405,-169.1679,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,1
344,-14.679,-46.0676,170.8202,-1.8769,1.9762,1,80.4749,0.056,-0.2587,345,-17.6648,-55.2677,205.0447,-1.8769,1.9762,1,80.4749,0.056,-0.2587,1
354,15.5434,-45.8296,69.1213,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,355,18.6522,-55.0005,82.9781,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,1
364,46.2327,14.0766,-24.4473,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,365,55.475,16.8689,-29.3536,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,1
364,46.2327,14.0766,-24.4473,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,425,55.7261,15.9323,-16.6992,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,0.5
374,22.9234,-43.8588,-184.9303,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,375,27.5209,-52.6263,-221.9546,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,1
