Source,S_X,S_Y,S_Z,s_phi,s_eta,s_q,s_pt,s_d0,s_z0,Target,T_X,T_Y,T_Z,t_phi,t_eta,t_q,t_pt,t_d0,t_z0,weight
456,66.9941,-11.2133,58.0237,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,457,76.5508,-12.868,66.369,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,1
466,56.9706,38.6493,102.1328,0.6022,1.1816,1,90.4204,-0.118,0.493,467,65.1336,44.1473,116.6634,0.6022,1.1816,1,90.4204,-0.118,0.493,1
476,26.5858,-62.8783,-118.881,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,187,31.1595,-71.6576,-18.8525,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,0.5
476,26.5858,-62.8783,-118.881,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,477,30.5244,-71.8262,-135.8571,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,1
486,-12.1647,-66.7404,68.2518,-1.74,0.8824,1,33.7624,0.0426,0.3085,47,-10.6205,-77.1638,29.4868,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,0.5
486,-12.1647,-66.7404,68.2518,-1.74,0.8824,1,33.7624,0.0426,0.3085,487,-14.0328,-76.235,77.9428,-1.74,0.8824,1,33.7624,0.0426,0.3085,1
496,64.9905,-18.6876,169.7553,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,497,74.2915,-21.3077,194.0006,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,1
7,-1.7315,-79.5349,-50.7055,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,8,-1.868,-89.5001,-57.0606,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,1
17,75.4502,-16.979,-92.8852,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,18,84.86,-19.2002,-104.51,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,1
27,-68.6403,-40.6534,98.8074,-2.6051,1.043,1,95.3282,0.2467,-0.3234,28,-77.2769,-45.6691,111.2178,-2.6051,1.043,1,95.3282,0.2467,-0.3234,1
37,-53.7,55.5855,84.2322,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,38,-60.4596,62.4863,94.7694,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,1
47,-10.6205,-77.1638,29.4868,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,48,-11.9781,-86.7856,33.2213,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,1
57,-31.7567,-71.498,-33.9597,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,58,-35.8346,-80.3921,-38.2408,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,1
67,-35.2435,70.5523,-9.9014,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,68,-39.6528,79.3731,-11.1876,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,1
77,-4.626,78.7627,-50.301,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,78,-5.3236,88.5768,-56.5208,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,1
87,-46.1357,-63.1396,-103.1442,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,88,-51.9621,-70.9812,-116.0671,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,1
97,-74.8442,19.2267,13.1172,2.8781,0.1689,-1,79.7089,0.493,0.0055,98,-84.2117,21.6335,14.7584,2.8781,0.1689,-1,79.7089,0.493,0.0055,1
107,-70.6704,34.8475,9.8541,2.6946,0.1218,1,50.0725,-0.1572,0.232,108,-79.4743,39.2799,11.0577,2.6946,0.1218,1,50.0725,-0.1572,0.232,1
117,-22.3801,74.0008,291.4611,1.8562,2.0357,-1,64.5824,0.101,0.4918,118,-25.2392,83.2366,327.8486,1.8562,2.0357,-1,64.5824,0.101,0.4918,1
127,10.9734,-77.0622,42.5371,-1.417,0.5183,1,51.781,-0.2816,0.3608,128,12.2856,-86.7064,47.811,-1.417,0.5183,1,51.781,-0.2816,0.3608,1
137,6.0177,-78.3883,178.8313,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,138,6.5865,-88.2346,201.3021,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,1
147,72.411,28.3175,-195.7808,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,148,81.432,31.9774,-220.2396,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,1
157,71.5328,-31.6092,-31.9598,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,158,80.504,-35.4712,-35.9346,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,1
167,-79.863,0.5147,205.0687,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,168,-89.8299,0.6242,230.7095,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,1
177,48.9045,60.3768,-136.9484,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,178,54.9902,67.9601,-154.0759,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,1
187,31.1595,-71.6576,-18.8525,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,188,35.0158,-80.6155,-21.1515,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,1
187,31.1595,-71.6576,-18.8525,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,478,34.4939,-80.7604,-152.8333,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,0.5
197,12.0909,76.7549,9.2264,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,198,13.4737,86.3802,10.4021,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,1
207,-48.6397,60.6409,-258.7559,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,208,-54.6463,68.2952,-291.1356,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,1
217,64.434,-44.8482,-287.2412,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,218,72.6424,-50.2985,-323.2992,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,1
227,-40.8149,68.4707,193.6816,2.128,1.6213,1,32.1308,-0.4172,-0.0841,228,-45.8335,77.1044,217.9578,2.128,1.6213,1,32.1308,-0.4172,-0.0841,1
237,-74.8591,-19.1762,-265.1339,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,238,-84.2081,-21.6286,-298.2836,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,1
237,-74.8591,-19.1762,-265.1339,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,418,-83.9395,-22.6203,-6.3825,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,0.5
247,28.8584,72.2684,68.9624,1.1873,0.7949,-1,98.393,-0.0826,0.3822,248,32.4078,81.3205,77.5312,1.1873,0.7949,-1,98.393,-0.0826,0.3822,1
257,-25.4226,-73.1905,-151.1287,-1.8959,-1.423,1,41.0979,0.1369,0.2991,258,-28.7304,-82.2971,-170.0638,-1.8959,-1.423,1,41.0979,0.1369,0.2991,1
267,17.6566,-75.2752,-105.461,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,268,19.961,-84.6477,-118.6211,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,1
267,17.6566,-75.2752,-105.461,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,288,22.027,-84.0978,-349.2451,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,0.5
277,-25.2672,73.2206,-78.758,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,278,-28.3012,82.4267,-88.5805,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,1
287,19.6422,-74.7349,-310.378,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,268,19.961,-84.6477,-118.6211,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,0.5
287,19.6422,-74.7349,-310.378,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,288,22.027,-84.0978,-349.2451,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,1
297,44.0732,65.2036,-52.8084,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,298,49.5385,73.408,-59.3842,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,1
307,79.5833,1.5767,7.5523,0.0342,0.0944,1,50.9965,-0.4252,0.0283,308,89.5278,1.7253,8.4924,0.0342,0.0944,1,50.9965,-0.4252,0.0283,1
317,24.1887,73.5232,158.7579,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,318,27.3573,82.6679,178.6705,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,1
327,5.5496,-78.5123,-230.4309,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,328,6.1705,-88.345,-259.3064,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,1
337,-76.1624,-14.3214,-225.6845,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,338,-85.6883,-16.0935,-253.9498,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,1
347,-23.675,-73.6552,273.4936,-1.8769,1.9762,1,80.4749,0.056,-0.2587,348,-26.7007,-82.8466,307.7324,-1.8769,1.9762,1,80.4749,0.056,-0.2587,1
357,24.8085,-73.3538,110.6793,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,358,27.856,-82.5361,124.5238,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,1
367,73.9962,22.4247,-39.1798,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,368,83.2495,25.1805,-44.0861,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,1
367,73.9962,22.4247,-39.1798,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,428,83.6477,23.6914,-25.0179,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,0.5
377,36.6404,-70.179,-295.9307,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,378,41.166,-78.9708,-332.9115,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,1
387,-60.0956,49.1845,17.1434,2.4596,0.2191,1,64.1436,0.2419,-0.0061,388,-67.531,55.4082,19.2847,2.4596,0.2191,1,64.1436,0.2419,-0.0061,1
387,-60.0956,49.1845,17.1434,2.4596,0.2191,1,64.1436,0.2419,-0.0061,438,-68.8476,54.0949,124.8831,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,0.5
397,-28.8036,-72.2796,-67.3037,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,58,-35.8346,-80.3921,-38.2408,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,0.5
397,-28.8036,-72.2796,-67.3037,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,398,-32.3836,-81.3147,-75.718,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,1
407,-36.0208,70.3535,80.9635,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,408,-40.5985,79.1194,91.0981,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,1
417,-74.6524,-19.9569,-5.6404,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,238,-84.2081,-21.6286,-298.2836,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,0.5
417,-74.6524,-19.9569,-5.6404,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,418,-83.9395,-22.6203,-6.3825,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,1
427,74.3368,21.1184,-22.245,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,368,83.2495,25.1805,-44.0861,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,0.5
427,74.3368,21.1184,-22.245,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,428,83.6477,23.6914,-25.0179,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,1
437,-61.1495,48.1306,110.9732,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,388,-67.531,55.4082,19.2847,2.4596,0.2191,1,64.1436,0.2419,-0.0061,0.5
437,-61.1495,48.1306,110.9732,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,438,-68.8476,54.0949,124.8831,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,1
447,-3.3228,-79.1108,165.6204,-1.6112,1.4815,1,90.8681,0.273,0.4382,448,-3.8274,-88.9729,186.2208,-1.6112,1.4815,1,90.8681,0.273,0.4382,1
457,76.5508,-12.868,66.369,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,458,86.1048,-14.5376,74.7143,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,1
467,65.1336,44.1473,116.6634,0.6022,1.1816,1,90.4204,-0.118,0.493,468,73.3036,49.635,131.194,0.6022,1.1816,1,90.4204,-0.118,0.493,1
477,30.5244,-71.8262,-135.8571,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,188,35.0158,-80.6155,-21.1515,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,0.5
477,30.5244,-71.8262,-135.8571,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,478,34.4939,-80.7604,-152.8333,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,1
487,-14.0328,-76.235,77.9428,-1.74,0.8824,1,33.7624,0.0426,0.3085,488,-15.9346,-85.7336,87.6445,-1.74,0.8824,1,33.7624,0.0426,0.3085,1
497,74.2915,-21.3077,194.0006,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,498,83.5955,-23.917,218.246,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,1
8,-1.868,-89.5001,-57.0606,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,9,-1.9805,-99.4657,-63.4156,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,1
18,84.86,-19.2002,-104.51,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,19,94.2548,-21.4428,-116.1232,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,1
28,-77.2769,-45.6691,111.2178,-2.6051,1.043,1,95.3282,0.2467,-0.3234,29,-85.9196,-50.6743,123.6281,-2.6051,1.043,1,95.3282,0.2467,-0.3234,1
38,-60.4596,62.4863,94.7694,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,39,-67.2273,69.3791,105.3067,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,1
48,-11.9781,-86.7856,33.2213,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,49,-13.351,-96.4335,36.9665,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,1
58,-35.8346,-80.3921,-38.2408,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,59,-39.9503,-89.2991,-42.5338,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,1
68,-39.6528,79.3731,-11.1876,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,69,-44.0736,88.1881,-12.4738,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,1
78,-5.3236,88.5768,-56.5208,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,79,-6.0421,98.3893,-62.7407,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,1
88,-51.9621,-70.9812,-116.0671,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,89,-57.7995,-78.8033,-128.9781,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,1
98,-84.2117,21.6335,14.7584,2.8781,0.1689,-1,79.7089,0.493,0.0055,99,-93.5682,24.0234,16.3971,2.8781,0.1689,-1,79.7089,0.493,0.0055,1
108,-79.4743,39.2799,11.0577,2.6946,0.1218,1,50.0725,-0.1572,0.232,109,-88.2813,43.7392,12.2632,2.6946,0.1218,1,50.0725,-0.1572,0.232,1
118,-25.2392,83.2366,327.8486,1.8562,2.0357,-1,64.5824,0.101,0.4918,119,-28.1143,92.4673,364.236,1.8562,2.0357,-1,64.5824,0.101,0.4918,1
128,12.2856,-86.7064,47.811,-1.417,0.5183,1,51.781,-0.2816,0.3608,129,13.5784,-96.3664,53.0919,-1.417,0.5183,1,51.781,-0.2816,0.3608,1
138,6.5865,-88.2346,201.3021,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,139,7.1256,-98.0886,223.7866,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,1
148,81.432,31.9774,-220.2396,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,149,90.4465,35.6532,-244.6984,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,1
158,80.504,-35.4712,-35.9346,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,159,89.468,-39.3147,-39.9038,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,1
168,-89.8299,0.6242,230.7095,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,169,-99.7966,0.7455,256.3503,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,1
178,54.9902,67.9601,-154.0759,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,179,61.0596,75.5469,-171.1903,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,1
188,35.0158,-80.6155,-21.1515,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,189,38.8598,-89.5787,-23.4505,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,1
188,35.0158,-80.6155,-21.1515,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,479,38.4943,-89.6809,-169.8094,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,0.5
198,13.4737,86.3802,10.4021,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,199,14.8411,96.0228,11.5796,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,1
208,-54.6463,68.2952,-291.1356,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,209,-60.6466,75.9599,-323.5297,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,1
218,72.6424,-50.2985,-323.2992,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,219,80.8847,-55.7189,-359.4006,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,1
228,-45.8335,77.1044,217.9578,2.128,1.6213,1,32.1308,-0.4172,-0.0841,229,-50.8294,85.7711,242.2756,2.128,1.6213,1,32.1308,-0.4172,-0.0841,1
238,-84.2081,-21.6286,-298.2836,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,239,-93.5455,-24.0919,-331.4045,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,1
238,-84.2081,-21.6286,-298.2836,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,419,-93.2155,-25.322,-7.1247,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,0.5
248,32.4078,81.3205,77.5312,1.1873,0.7949,-1,98.393,-0.0826,0.3822,249,35.9427,90.3661,86.09,1.1873,0.7949,-1,98.393,-0.0826,0.3822,1
258,-28.7304,-82.2971,-170.0638,-1.8959,-1.423,1,41.0979,0.1369,0.2991,259,-32.0679,-91.4075,-189.0257,-1.8959,-1.423,1,41.0979,0.1369,0.2991,1
268,19.961,-84.6477,-118.6211,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,269,22.2906,-94.0323,-131.8054,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,1
268,19.961,-84.6477,-118.6211,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,289,24.3854,-93.4673,-388.1122,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,0.5
278,-28.3012,82.4267,-88.5805,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,279,-31.308,91.6195,-98.3817,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,1
288,22.027,-84.0978,-349.2451,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,269,22.2906,-94.0323,-131.8054,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,0.5
288,22.027,-84.0978,-349.2451,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,289,24.3854,-93.4673,-388.1122,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,1
298,49.5385,73.408,-59.3842,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,299,54.9939,81.619,-65.9599,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,1
308,89.5278,1.7253,8.4924,0.0342,0.0944,1,50.9965,-0.4252,0.0283,309,99.5025,1.8516,9.4354,0.0342,0.0944,1,50.9965,-0.4252,0.0283,1
318,27.3573,82.6679,178.6705,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,319,30.5696,91.8112,198.6102,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,1
328,6.1705,-88.345,-259.3064,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,329,6.7704,-98.184,-288.196,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,1
338,-85.6883,-16.0935,-253.9498,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,339,-95.2165,-17.8532,-282.2152,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,1
348,-26.7007,-82.8466,307.7324,-1.8769,1.9762,1,80.4749,0.056,-0.2587,349,-29.7392,-92.0336,341.9713,-1.8769,1.9762,1,80.4749,0.056,-0.2587,1
358,27.856,-82.5361,124.5238,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,359,30.8839,-91.7249,138.3682,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,1
368,83.2495,25.1805,-44.0861,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,369,92.5192,27.9279,-48.9992,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,1
368,83.2495,25.1805,-44.0861,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,429,92.9623,26.2511,-27.7908,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,0.5
378,41.166,-78.9708,-332.9115,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,379,45.6658,-87.7671,-369.8634,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,1
388,-67.531,55.4082,19.2847,2.4596,0.2191,1,64.1436,0.2419,-0.0061,389,-74.9554,61.6449,21.426,2.4596,0.2191,1,64.1436,0.2419,-0.0061,1
388,-67.531,55.4082,19.2847,2.4596,0.2191,1,64.1436,0.2419,-0.0061,439,-76.5545,60.0479,138.7931,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,0.5
398,-32.3836,-81.3147,-75.718,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,399,-35.9552,-90.3653,-84.1421,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,1
408,-40.5985,79.1194,91.0981,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,409,-45.1973,87.8978,101.2542,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,1
418,-83.9395,-22.6203,-6.3825,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,239,-93.5455,-24.0919,-331.4045,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,0.5
418,-83.9395,-22.6203,-6.3825,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,419,-93.2155,-25.322,-7.1247,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,1
428,83.6477,23.6914,-25.0179,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,369,92.5192,27.9279,-48.9992,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,0.5
428,83.6477,23.6914,-25.0179,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,429,92.9623,26.2511,-27.7908,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,1
438,-68.8476,54.0949,124.8831,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,389,-74.9554,61.6449,21.426,2.4596,0.2191,1,64.1436,0.2419,-0.0061,0.5
438,-68.8476,54.0949,124.8831,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,439,-76.5545,60.0479,138.7931,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,1
448,-3.8274,-88.9729,186.2208,-1.6112,1.4815,1,90.8681,0.273,0.4382,449,-4.3445,-98.8344,206.8212,-1.6112,1.4815,1,90.8681,0.273,0.4382,1
458,86.1048,-14.5376,74.7143,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,459,95.6563,-16.2222,83.0596,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,1
468,73.3036,49.635,131.194,0.6022,1.1816,1,90.4204,-0.118,0.493,469,81.4875,55.1171,145.7371,0.6022,1.1816,1,90.4204,-0.118,0.493,1
478,34.4939,-80.7604,-152.8333,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,189,38.8598,-89.5787,-23.4505,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,0.5
478,34.4939,-80.7604,-152.8333,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,479,38.4943,-89.6809,-169.8094,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,1
488,-15.9346,-85.7336,87.6445,-1.74,0.8824,1,33.7624,0.0426,0.3085,489,-17.8659,-95.2155,97.3355,-1.74,0.8824,1,33.7624,0.0426,0.3085,1
498,83.5955,-23.917,218.246,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,499,92.8919,-26.5125,242.4634,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,1
