x,y,z,N_side,N_layer,t_label,phi,eta,q,pt,d0,z0,n_label
-1.2792,-39.6381,-18.7915,8,4,T20,-1.5856,-0.4677,1,38.1349,-0.4514,0.4384,203
-1.5671,-49.7497,-23.6971,8,5,T20,-1.5856,-0.4677,1,38.1349,-0.4514,0.4384,204
-1.8729,-59.456,-28.4065,8,6,T20,-1.5856,-0.4677,1,38.1349,-0.4514,0.4384,205
-2.222,-69.5657,-33.3121,8,7,T20,-1.5856,-0.4677,1,38.1349,-0.4514,0.4384,206
-2.5864,-79.27,-38.0214,8,8,T20,-1.5856,-0.4677,1,38.1349,-0.4514,0.4384,207
-2.9966,-89.3774,-42.927,8,9,T20,-1.5856,-0.4677,1,38.1349,-0.4514,0.4384,208
-3.4198,-99.0793,-47.6364,8,10,T20,-1.5856,-0.4677,1,38.1349,-0.4514,0.4384,209
-6.2995,7.2347,21.5619,4,1,T21,2.2456,1.561,-1,90.9529,0.3927,-0.26,210
-12.4149,14.8484,43.7956,4,2,T21,2.2456,1.561,-1,90.9529,0.3927,-0.26,211
-18.5397,22.4545,66.0293,4,3,T21,2.2456,1.561,-1,90.9529,0.3927,-0.26,212
-24.6741,30.0529,88.263,4,4,T21,2.2456,1.561,-1,90.9529,0.3927,-0.26,213
-30.704,37.5031,110.0849,4,5,T21,2.2456,1.561,-1,90.9529,0.3927,-0.26,214
-36.8572,45.0863,132.3186,4,6,T21,2.2456,1.561,-1,90.9529,0.3927,-0.26,215
-43.0198,52.6618,154.5523,4,7,T21,2.2456,1.561,-1,90.9529,0.3927,-0.26,216
-49.0775,60.0895,176.3743,4,8,T21,2.2456,1.561,-1,90.9529,0.3927,-0.26,217
-55.2588,67.6497,198.608,4,9,T21,2.2456,1.561,-1,90.9529,0.3927,-0.26,218
-61.4496,75.2022,220.8417,4,10,T21,2.2456,1.561,-1,90.9529,0.3927,-0.26,219
5.5216,7.7868,-7.1014,1,1,T22,0.9911,-0.6598,-1,88.0242,-0.36,-0.3405,220
11.1323,16.3924,-14.3824,1,2,T22,0.9911,-0.6598,-1,88.0242,-0.36,-0.3405,221
16.3318,24.3901,-21.1433,1,3,T22,0.9911,-0.6598,-1,88.0242,-0.36,-0.3405,222
21.9199,33.0103,-28.4243,1,4,T22,0.9911,-0.6598,-1,88.0242,-0.36,-0.3405,223
27.0985,41.0215,-35.1852,1,5,T22,0.9911,-0.6598,-1,88.0242,-0.36,-0.3405,224
32.664,49.6564,-42.4661,1,6,T22,0.9911,-0.6598,-1,88.0242,-0.36,-0.3405,225
