x,y,z,N_side,N_layer,t_label,phi,eta,q,pt,d0,z0,n_label
71.7227,30.9431,-158.3757,0,8,T14,0.3882,-1.4568,-1,27.5879,0.2092,0.1568,147
80.603,34.9423,-178.1418,0,9,T14,0.3882,-1.4568,-1,27.5879,0.2092,0.1568,148
89.6474,39.0607,-198.3113,0,10,T14,0.3882,-1.4568,-1,27.5879,0.2092,0.1568,149
-5.1681,8.5299,-13.7086,4,1,T15,2.1462,-1.1004,-1,73.0737,-0.3133,-0.3866,150
-10.465,16.6552,-26.6706,4,2,T15,2.1462,-1.1004,-1,73.0737,-0.3133,-0.3866,151
-15.9221,24.9976,-39.9926,4,3,T15,2.1462,-1.1004,-1,73.0737,-0.3133,-0.3866,152
-21.3924,33.3313,-53.3147,4,4,T15,2.1462,-1.1004,-1,73.0737,-0.3133,-0.3866,153
-26.7276,41.4315,-66.2767,4,5,T15,2.1462,-1.1004,-1,73.0737,-0.3133,-0.3866,154
-32.2239,49.7481,-79.5987,4,6,T15,2.1462,-1.1004,-1,73.0737,-0.3133,-0.3866,155
-37.7335,58.0559,-92.9208,4,7,T15,2.1462,-1.1004,-1,73.0737,-0.3133,-0.3866,156
-43.1068,66.1308,-105.8828,4,8,T15,2.1462,-1.1004,-1,73.0737,-0.3133,-0.3866,157
-48.4926,74.1974,-118.8448,4,9,T15,2.1462,-1.1004,-1,73.0737,-0.3133,-0.3866,158
-54.1911,82.7032,-132.5269,4,10,T15,2.1462,-1.1004,-1,73.0737,-0.3133,-0.3866,159
-9.1656,2.0109,-0.7052,5,1,T16,2.9263,-0.1131,1,53.586,0.0036,0.3586,160
-18.7624,4.1412,-1.8196,5,2,T16,2.9263,-0.1131,1,53.586,0.0036,0.3586,161
-28.3546,6.2921,-2.9339,5,3,T16,2.9263,-0.1131,1,53.586,0.0036,0.3586,162
-37.9422,8.4633,-4.0483,5,4,T16,2.9263,-0.1131,1,53.586,0.0036,0.3586,163
-47.0897,10.5551,-5.1121,5,5,T16,2.9263,-0.1131,1,53.586,0.0036,0.3586,164
-56.6682,12.7663,-6.2265,5,6,T16,2.9263,-0.1131,1,53.586,0.0036,0.3586,165
-65.8069,14.8961,-7.2902,5,7,T16,2.9263,-0.1131,1,53.586,0.0036,0.3586,166
-75.376,17.1473,-8.4046,5,8,T16,2.9263,-0.1131,1,53.586,0.0036,0.3586,167
-84.9404,19.4189,-9.519,5,9,T16,2.9263,-0.1131,1,53.586,0.0036,0.3586,168
-94.4999,21.7109,-10.6333,5,10,T16,2.9263,-0.1131,1,53.586,0.0036,0.3586,169
-9.6961,-1.1221,20.0985,6,1,T17,-3.0746,1.4781,-1,83.0443,0.464,-0.1629,170
-19.4224,-1.7946,40.3598,6,2,T17,-3.0746,1.4781,-1,83.0443,0.464,-0.1629,171
-29.3423,-2.4941,61.0264,6,3,T17,-3.0746,1.4781,-1,83.0443,0.464,-0.1629,172
-39.2612,-3.2075,81.693,6,4,T17,-3.0746,1.4781,-1,83.0443,0.464,-0.1629,173
-48.9846,-3.9203,101.9543,6,5,T17,-3.0746,1.4781,-1,83.0443,0.464,-0.1629,174
-58.707,-4.6463,122.2157,6,6,T17,-3.0746,1.4781,-1,83.0443,0.464,-0.1629,175
-68.4284,-5.3857,142.477,6,7,T17,-3.0746,1.4781,-1,83.0443,0.464,-0.1629,176
-78.3432,-6.1535,163.1436,6,8,T17,-3.0746,1.4781,-1,83.0443,0.464,-0.1629,177
-88.257,-6.9351,183.8102,6,9,T17,-3.0746,1.4781,-1,83.0443,0.464,-0.1629,178
